,SMA,Month_,Date_,Day_,Post,Post Format,Impressions,Click-Through-Rate,Retweets/Shares,Likes,Video Views,Link Clicks,Detail Expands,Hashtag Clicks,User Profile Clicks,Media Engagements,Total Engagements,Engagements,Follows,Replies,Post/Tweet Length,Account
477,Twitter,September,2020-09-24,Thursday,"Shared by @dps during his @platohq Elevate keynote ðŸ‘‡
 
 Stripe's remote engineering hub, one year in https://t.co/YIIolhno9n",Article,127,0.0026,388.0,25.0,31.0,0,1.0,1.0,0.0,1.0,0,59.0,59.0,0.0,0.0,LinkedIn
478,LinkedIn,September,2020-09-24,Thursday,"Today’s the day! We're LIVE in 30 mins and excited to co-host #Elevate2020. Join us and listen to Vijaya Kaza, Head of Engineering for Trust & Safety at Airbnb, and other thought leaders as they keep you up-to-date on the latest in what it takes to lead successfully in today’s world, tactical advice you can implement right away, as a people manager or individual contributor, and informal interactive discussions throughout the day.
 
 Replacing the in-person event with dynamic video content, enjoy a virtual experience! See you at our Virtual Booth! https://bit.ly/2Fm9dkz
 
 #EngineeringLeadership #Elevate2020 #Managingpeople #EngineeringExcellence",Video,737,0.0149,2.0,26.0,,11,,,,,39,,,0.0,654.0,Twitter
479,Facebook,September,2020-09-24,Thursday,"Today’s the day! We're LIVE in 30 mins and excited to co-host #Elevate2020. Join us and listen to Vijaya Kaza, Head of Engineering for Trust & Safety at Airbnb, and other thought leaders as they keep you up-to-date on the latest in what it takes to lead successfully in today’s world, tactical advice you can implement right away, as a people manager or individual contributor, and informal interactive discussions throughout the day. Replacing the in-person event with dynamic video content, enjoy a virtual experience! See you at our Virtual Booth! https://hubs.la/H0vZpMr0 #EngineeringLeadership #Managingpeople #EngineeringExcellence",Graphic,28,0.0357,0.0,0.0,0.0,1,,,,,1,1.0,,,,Twitter
480,Twitter,September,2020-09-25,Friday,"If you're an engineering manager looking for ways to effectively support individual engineers, teams, and organizations, @lrnrd highlights some key takeaways.
 https://t.co/QuZPVE8IuQ
 
 #engineeringleadership #engineeringexcellence #engineeringteams #collaboration #management",Article,277,0.008,1504.0,22.0,27.0,0,12.0,9.0,1.0,4.0,0,76.0,76.0,0.0,1.0,LinkedIn
481,LinkedIn,September,2020-09-25,Friday,"The typical job description for many engineering manager roles is action-packed and perhaps the most fascinating and difficult is the high-level of ambiguity that comes with engineering management.
 
 Lena Reinhard, VP of Product Engineering at CircleCI highlights some of the values and guideposts to follow that can shape your thinking about your role as an engineering manager and how to effectively support individual engineers, teams, and organizations. https://bit.ly/2YrqkIg
 
 #engineeringleadership #engineeringexcellence #technology #engineeringteams #collaboration #growth #management",Article,516,0.0155,0.0,33.0,,8,,,,,45,,,4.0,595.0,Twitter
482,Twitter,September,2020-09-28,Monday,"Discover how Lohika helped Forward Networks scale up multiple teams to tackle engineering needs. https://t.co/VujeRi0WOo
 
 #growth #engineeringleadership #engineeringexcellence #technology #complexcoredevelopment #engineeringteams https://t.co/MnK7DmYiJU",Video,255,0.0,242.0,16.0,17.0,39,0.0,10.0,0.0,0.0,1,83.0,44.0,0.0,0.0,LinkedIn
483,LinkedIn,September,2020-09-28,Monday,"Forward Networks needed to quickly hire engineers for their product but ended up competing with tech giants for the talent they needed. 
 
 Discover how Lohika helped Forward Networks scale up multiple teams to tackle engineering needs. https://bit.ly/30dk5c2
 
 #growth #engineeringleadership #engineeringexcellence #technology #complexcoredevelopment #engineeringteams",Video,583,0.0206,1.0,11.0,96.0,12,,,,,120,,,0.0,370.0,Twitter
484,Twitter,September,2020-09-29,Tuesday,"As the #software industry has grown and matured, so too has the transformative power of the API economy. @jeffiel, founder, and CEO of Twilio highlights why #APIs are the new building blocks for #developers. https://t.co/TfdkAhAjD5
 
 #softwaredevelopment #engineeringleadership",Article,278,0.0022,462.0,13.0,15.0,0,1.0,7.0,1.0,0.0,0,37.0,37.0,0.0,0.0,LinkedIn
485,LinkedIn,September,2020-09-29,Tuesday,"As the software industry has grown and matured, so too has the transformative power of the API economy. Jeff Lawson, founder, and CEO of Twilio highlights why APIs are the new building blocks for developers and why this shift to component software is the next big leap in the industry’s evolution after SaaS. https://bit.ly/3mFTeiw
 
 #APIs #developers #softwaredevelopment #engineeringleadership #software #SaaS #technology #engineeringteams",Article,698,0.0086,1.0,49.0,,6,,,,,60,,,4.0,442.0,Twitter
486,Twitter,September,2020-09-30,Wednesday,"Lohika can bring your most complex #MarTech products to life-predictably, efficiently, and cost-effectively. Discover how we can help you disrupt your industry with related case studies. https://t.co/ox63rZvVq0
 
 #tech #disruption #engineeringexcellence #complexcoredevelopment",Article,278,0.0,277.0,8.0,12.0,0,0.0,0.0,1.0,0.0,0,21.0,21.0,0.0,0.0,LinkedIn
487,LinkedIn,September,2020-09-30,Wednesday,"Lohika can bring your most complex MarTech products to life - predictably, efficiently, and cost-effectively. Discover how we can help you disrupt your industry with related case studies. https://bit.ly/32IBvhb #martech #technology #disruption #digitaltransformation #engineeringexcellence #complexcoredevelopment",Article,302,0.0199,2.0,35.0,,6,,,,,43,,,0.0,313.0,Twitter
488,LinkedIn,September,2020-09-30,Wednesday,"Joe Pettersson, our friend and client is CTO of Banked : Digital Payments. Joe is writing a book about building, leading and growing engineering teams ???? After interviewing 400+ engineering leaders, some interesting patterns emerged. One was to shift from developer productivity to the productivity of the team as the company grows. It's a tricky balance to get right. Joe is our special guest at Lohika Re:think, a virtual event on October 14, 2020 (hosted by Raman Frey). Register for the event: https://lnkd.in/gFc4EvG - we hope to see you there! ?? #engineeringleadership #virtualevent #engineeringmanagement #teammanagement",Article,641,0.025,3.0,9.0,218.0,16,,,,,246,,,0.0,630.0,Twitter
489,Twitter,October,2020-10-02,Friday,"Focusing on simplicity and empowerment proved key. @bzmw_ shares how they kick-started PagerDutyâ€™s #API development with little new #softwaredevelopment and some simple process changes and lessons they learned along the way you can apply. https://t.co/5rAG8iSInz
 
 #engineering",Article,280,0.0,1372.0,36.0,43.0,0,0.0,3.0,0.0,1.0,0,83.0,83.0,0.0,0.0,LinkedIn
490,Twitter,October,2020-10-02,Friday,"@lrnrd Our pleasure, Lena! Hope you have a nice weekend ðŸ˜Š",Status Update,60,0.0,38.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,LinkedIn
491,Twitter,October,2020-10-02,Friday,"We're excited to sponsor this episode of the Engineering Leadership Podcast ðŸ™Œ
 
 SFELC's Jerry Li interviews Maria Latushkin, CTO at Omada Health.
 
 Maria discusses why you need to give up control as an engineering leader.
 
 Great episode!ðŸ‘‡
 
 https://t.co/auM72BraPe",Article,275,0.001,4221.0,37.0,42.0,0,4.0,19.0,0.0,4.0,0,107.0,107.0,1.0,0.0,LinkedIn
492,LinkedIn,April,2020-10-04,Friday,"For many of us, this crisis represents an opportunity to learn the skill of working and leading remotely. If you need guidance on transitioning, operating, and managing remotely — here are some great tips from Christian McCarrick, an engineering leader who’s been managing teams for 20 years. 

#Engineering #Leadership #Engineers #EngineeringManagement #RemoteWork #EngineeringTeams",Article,831,0.0181,1.0,13.0,0.0,15,,,,,29,,,,383.0,Twitter
493,Twitter,October,2020-10-05,Monday,"WHAT:
 Lohika Re:think (virtual event series)
 
 WHEN:
 October 14, 2020
 
 WHY ATTEND:
 ðŸ‘‰ Hear from Joe Pettersson, a CTO and tech investor
 ðŸ‘‰ Learn about transforming engineering teams
 ðŸ‘‰ Join a breakout room to connect with Joe directly
 
 Register: https://t.co/IrP21Sb2oc https://t.co/3d00TD7BW9",Graphic,309,0.0071,21734.0,37.0,43.0,31,155.0,92.0,0.0,28.0,31,427.0,396.0,9.0,1.0,Facebook
494,Twitter,October,2020-10-07,Wednesday,"DigiCertONE, a modern, holistic Enterprise #PKI manager built on a completely new container-based backend infrastructure in just over a year in a collaboration between DigiCert and Lohika is an achievement that both companies are very proud of. Learn more: https://t.co/h1UxxMbsDo https://t.co/s7GSriEP2t",Article,304,0.0006,23361.0,40.0,43.0,19,15.0,116.0,1.0,32.0,19,294.0,275.0,9.0,0.0,Facebook
495,Facebook,October,2020-10-07,Wednesday,"We’re so excited! ?? Our friend and client Joe Patterson, CTO at Banked joins us this month in our second LIVE series, Lohika Re:Think. Joe will answer questions about how to transform an underperforming engineering team into a world-class organization. To join us, register now!",Graphic,28328,0.0009,0.0,0.0,0.0,25,,,,,41,41.0,,,,Facebook
496,LinkedIn,July,2020-10-07,Friday,"A hybrid and multi-cloud strategy is a solid solution that will give you the flexibility to horizontally and vertically scale, with minimal investments to modernize your business friction points. 
 
 Chandra Gundlapalli outlines a blueprint that will help you accelerate your digital disruption initiatives, reducing your business's friction points, and transforming your company into a cost-effective enterprise. 
 
 #cloud #microservices #kubernetes #technology #business #digitaldisruption #containers",Article,556,0.0018,0.0,2.0,,1,,,,,3,,,,504.0,Facebook
497,Facebook,October,2020-10-08,Thursday,"ELC Summit 2020 features 100+ speakers, 60+ topics, 15+ workshops, 30+ coaches and 30+ advisors with new speakers being added weekly. On November 5, 2020, our President and CEO, Daniel Dargham will participate in a panel discussion titled “Discovering Engineering Talent in a Distributed World”. In this article, our very own Dennis Shiao highlights key sessions from each track that are of key interests and what to expect.",Graphic,34534,0.0019,0.0,0.0,0.0,66,,,,,78,78.0,,,,Facebook
498,LinkedIn,August,2020-10-08,Monday,"Learn how we can help you scale your engineering organization. https://bit.ly/35k4skD
 
 #engineering #scaling #engineeringexcellence #engineeringteams #software #productdevelopment #engineeringexpertise",Graphic,997,0.005,0.0,48.0,159.0,5,,,,,216,,,4.0,203.0,Facebook
499,Twitter,October,2020-10-08,Thursday,"ELC Summit 2020 (virtual): hear from leaders at Zoom, Slack, Twitter, and Pinterest. And oh, Ashton Kutcher as well.
 
 We're giving away two free tickets ($395 value per ticket). Fill out this form to qualify: https://t.co/MSaYElkMSx
 
 #engineeringleadership #ELCSummit #leadership https://t.co/j6bqje95eo",Graphic,307,0.0051,23401.0,43.0,46.0,19,120.0,111.0,4.0,17.0,19,390.0,371.0,11.0,0.0,Facebook
500,Twitter,October,2020-10-09,Friday,"Four days to go! ðŸ“…
 
 On October 14, 2020, at 11 am PT, we'll host our second Lohika Re:think virtual event series.
 
 Hear from host @RamanFrey on why he's excited to welcome @Joe8Bit, CTO at Banked : Digital Payments.
 
 To join us, register here: https://t.co/IrP21Sb2oc https://t.co/58IafKsDbG",Video,300,0.0,7046.0,41.0,41.0,2973,0.0,21.0,0.0,8.0,22,3106.0,133.0,0.0,0.0,LinkedIn
501,LinkedIn,September,2020-10-09,Thursday,"??????????????????????????
 
 We’re a Platinum Sponsor at ?????????????? ????????, the largest virtual summit for engineering & product leaders (hosted by Plato )
 
 Learn how to get teams to deliver value, align on strategy, plan for growth, and hear from top engineering & product leaders on what it takes to lead successfully in today’s world with speakers from Twitter, Slack, Airbnb, and other leading companies.
 
 Register: https://bit.ly/2Fm9dkz
 
 #EngineeringLeadership #Managingpeople #EngineeringExcellence",Graphic,9495,0.0042,5.0,65.0,,40,,,,,111,,,1.0,518.0,Facebook
502,Facebook,October,2020-10-09,Friday,"Four days to go! ?? On October 14, 2020 at 11am PT, we'll host our 2nd virtual event series, Lohika Re:Think. We'll have a Q&A and breakout rooms, which give you the opportunity to connect with our host, our special guest and with each other. Hear from host Raman Frey on why he's excited to welcome Joe Pettersson, CTO at Banked : Digital Payments. To join us, register here: https://hubs.la/H0xqTKs0 Hope to see you there! #engineeringteams #leadership #management #growth #engineeringleadership #engineers #CTOs #virtualevent #leadershipdevelopment #engineeringmanagement",Video,13655,0.0182,0.0,0.0,6964.0,248,,,,,7288,324.0,,,,Twitter
503,Twitter,October,2020-10-12,Monday,@RunTheWorld365 We'll give your website a visit to check things out. Thanks for the heads up!,Status Update,93,0.0,83.0,0.0,2.0,0,0.0,2.0,0.0,0.0,0,5.0,5.0,0.0,1.0,LinkedIn
504,Twitter,October,2020-10-12,Monday,"Together, DigiCert and Lohika architected a next-generation #PKI solution that could be easily configured via a web-based user interface. 
 
 The platform would have new accessibility layers for server and #IoT infrastructure. This is how we did it. https://t.co/h1UxxMbsDo https://t.co/SkNctUyRS5",Video,297,0.0002,17509.0,40.0,45.0,4744,3.0,80.0,0.0,23.0,3,4944.0,200.0,6.0,0.0,LinkedIn
505,LinkedIn,October,2020-10-12,Monday,"We’re excited to connect with our clients, as well as the broader engineering community at ELC Summit 2020. ??
 
 #ELCSummit2020 (virtual) starts this week! Have you secured your seat yet? We’re giving away two free tickets ($395 value per ticket) and a chance to enter a drawing for a $500 Amazon shopping spree when you visit our booth. 
  
 To enter, fill out this form to qualify ?? https://hubs.la/H0xGsQs0
 
 Hope to see you there! ??
 
 #engineeringleadership #ELCSummit #ELCSummit2020 #leadership",Graphic,686,0.0044,0.0,7.0,0.0,3,,,,,10,,,0.0,504.0,Facebook
506,Facebook,October,2020-10-12,Monday,"Three days to go! ?? Lohika is proud to be a Gold Sponsor of this years' Virtual ELC Summit 2020, a 4-day virtual summit for engineering leaders taking place over four consecutive Thursdays starting this week October 15, 2020. Have you secured your seat yet? We’re giving away two free tickets ($395 value per ticket) and a chance to enter a drawing for a $500 Amazon shopping spree when you visit our booth. To enter, fill out this form to qualify. ?? https://hubs.la/H0xGt020 #engineeringleadership #ELCSummit #ELCSummit2020 #leadership",Graphic,2908,0.0072,0.0,0.0,0.0,21,,,,,20,20.0,,,,Twitter
507,Twitter,October,2020-10-12,Monday,"During his time at McKinsey, Joe Pettersson studied the factors behind underperforming vs. world-class engineering teams.
 
 Hear what Joe learned at our virtual event this week.
 
 Attend the event to receive a meal voucher (US$30 value). Register ðŸ‘‡
 https://t.co/MXTj5n7mER https://t.co/CdbFjbvFQ2",Graphic,302,0.0499,3387.0,37.0,41.0,3,169.0,12.0,0.0,1.0,3,266.0,263.0,0.0,0.0,Facebook
508,Facebook,October,2020-10-13,Tuesday,"Did you already register for our 2nd Virtual Event Series? Request an inclusive invitation to our second LIVE series, Lohika Re:Think happening tomorrow October 14, 2020 from 11:00 am PT with @Raman Frey, @GPDinners founder, and @Joe Pettersson, CTO at Banked on how to transform an underperforming engineering team into a world-class organization. Attend the event to receive a meal voucher (US$30 value). Register ?? https://hubs.la/H0xqTKs0 #engineeringteams #leadership #management #growth #engineeringleadership #engineers #CTOs",Graphic,887,0.0,0.0,0.0,0.0,0,,,,,8,8.0,,,,Facebook
509,LinkedIn,October,2020-10-13,tuesday,"Did you already register for our 2nd Virtual Event Series?
 
 Request an inclusive invitation to our second LIVE series, Lohika Re:Think happening tomorrow October 14, 2020, from 11:00 am PT with Raman Frey, Good People Dinners founder, and Joe Pettersson, CTO at Banked on how to transform an underperforming engineering team into a world-class organization. 
 
 Attend the event to receive a meal voucher (US$30 value). Register ??https://hubs.la/H0xqTVL0 
 
 #engineeringteams #leadership #management #growth #engineeringleadership #engineers #CTOs",Graphic,660,0.0091,1.0,27.0,0.0,6,,,,,35,,,1.0,551.0,Twitter
510,Twitter,October,2020-10-13,tuesday,"Two days to go! ðŸ“…
 
 Accelerate your growth as an engineering leader at the Virtual ELC Summit 2020! Weâ€™re excited to connect with our clients, as well as the broader engineering community at #ELCSummit2020. 
 
 Fill out this form to qualify: https://t.co/Mx8sIAYmHI https://t.co/V1eheRzUnM",Graphic,295,0.0528,2805.0,39.0,41.0,2,148.0,3.0,0.0,0.0,2,235.0,233.0,0.0,0.0,LinkedIn
511,Twitter,October,2020-10-14,Wednesday,"We moved our virtual event series (Lohika Re:think) to the Hopin platform and it was a big success! ðŸ™Œ
 
 Big thanks to:
 
 ðŸ‘‰ Everyone who joined and participated
 ðŸ‘‰ Special guest @Joe8Bit from @wearebanked 
 ðŸ‘‰ Engaging host @RamanFrey https://t.co/9L1gp9AAw8",Graphic,270,0.0,5982.0,43.0,52.0,38,0.0,15.0,0.0,9.0,38,195.0,157.0,0.0,0.0,LinkedIn
512,Twitter,October,2020-10-14,Wednesday,"We're a Gold Sponsor to ELC Summit 2020, hosted by @sfelc_ ðŸ™Œ
 
 We've given away two free tickets ðŸŽŸï¸ ($395 value per ticket). The winners:
 
 ðŸ‘‰ Valli N (Director Engineering)
 ðŸ‘‰ Jeremy H (Engineering Manager)
 
 The summit starts tomorrow - hope to see you there, Valli and Jeremy! ðŸ‘‹ https://t.co/JdNpToJR4C",Graphic,324,0.0,1092.0,38.0,43.0,4,0.0,5.0,0.0,0.0,4,94.0,90.0,0.0,0.0,LinkedIn
513,LinkedIn,October,2020-10-14,Wednesday,"Last call to sign up! ??
 
 Lohika is proud to be a Gold Sponsor of this years' Virtual ELC Summit 2020, a 4-day virtual summit for engineering leaders taking place over four consecutive Thursdays starting this week October 15, 2020. 
 
 We're giving away two free tickets ($395 value per ticket). Fill out this form to qualify. ?? https://hubs.la/H0xGsQs0
 
 #engineeringleadership #ELCSummit #ELCSummit2020 #leadership",Graphic,561,0.0,1.0,1.0,0.0,0,,,,,2,,,0.0,420.0,Facebook
514,Twitter,October,2020-10-14,Wednesday,"Joe Pettersson, CTO at Banked, has interviewed 400+ #EngineeringLeaders. At Re:Think @Joe8Bit talked to @RamanFrey about the lessons these leaders shared and how to use them to transform engineering teams.
 
 Learn more about leading with Lohika's events! ðŸ‘‰https://t.co/xLecvIahxS https://t.co/aw7Vq3def7",Graphic,307,0.0001,9133.0,40.0,46.0,4,1.0,69.0,2.0,16.0,4,185.0,181.0,3.0,0.0,LinkedIn
515,Facebook,October,2020-10-14,Wednesday,"Today’s the day! ?? Last call to sign up for our second exclusive interactive Webinar (Virtual Salon Series) Lohika Re:Think today at 11 am PT (2 pm ET). Attend the event to receive a $30 meal voucher to fully enjoy the experience! Topic: ""How to Transform an Underperforming Engineering Team Into a World-Class Organization"" Special Guest: Joe Pettersson, a CTO, and tech investor Host: Raman Frey, Founder Good People Dinners Register Now: https://hubs.la/H0xqTKs0 See you there! #engineeringteams #leadership #management #growth #engineeringleadership #engineers #CTOs",Graphic,255,0.0039,0.0,0.0,0.0,1,,,,,2,2.0,,,,Facebook
516,Twitter,October,2020-10-14,Wednesday,"Todayâ€™s the day! ðŸ“…
 
 Last call to sign up for our second exclusive interactive Webinar (Virtual Salon Series) Lohika Re:Think today at 11 am PT (2 pm ET). Attend the event to receive a $30 meal voucher to fully enjoy the experience!
 
 Register Now: https://t.co/IrP21Sb2oc https://t.co/CZwgZ0xrQy",Graphic,303,0.0048,1033.0,30.0,41.0,3,5.0,2.0,0.0,0.0,3,84.0,81.0,0.0,0.0,LinkedIn
517,LinkedIn,October,2020-10-14,Wednesday,"Today’s the day! ??
 
 Last call to sign up for our second exclusive interactive Webinar (Virtual Salon Series) Lohika Re:Think today at 11 am PT (2 pm ET). Attend the event to receive a $30 meal voucher to fully enjoy the experience!
 
 Topic: ""How to Transform an Underperforming Engineering Team Into a World-Class Organization""
 Special Guest: Joe Pettersson, a CTO, and tech investor
 Host: Raman Frey, Founder Good People Dinners 
 
 Register Now: https://hubs.la/H0xqTVL0
 
 See you there!
 
 #engineeringteams #leadership #management #growth #engineeringleadership #engineers #CTOs",Graphic,669,0.0075,2.0,38.0,0.0,5,,,,,45,,,0.0,589.0,Twitter
518,Twitter,October,2020-10-15,Thursday,"We're thrilled to be a Gold Sponsor of ELC Summit 2020 ðŸ™Œ
 
 We love the virtual event platform. What we're watching:
 
 ""Debugging Your Career: How to Increase Your Ability to Win as a Manager,"" with @wadechambers, CTO and SVP of Engineering at @GrandRoundsInc. https://t.co/WamhSpEE0A",Graphic,288,0.0,2369.0,40.0,45.0,10,0.0,222.0,0.0,13.0,10,341.0,331.0,0.0,1.0,Facebook
519,Twitter,October,2020-10-15,Thursday,"Good panel discussion on ""How to Implement the Right Team Process In Engineering,"" moderated by @clairejlew and featuring the CTO and Head of Platform Engineering at @Atlassian, Sri Viswanath and Steve Deasy https://t.co/0XF5B3CjLz",Graphic,231,0.0,1102.0,37.0,45.0,9,0.0,5.0,0.0,0.0,9,106.0,97.0,0.0,1.0,LinkedIn
520,Twitter,October,2020-10-15,Thursday,"Session: ""Build or Buy: Scaling Through Acquisitions and Ownership.""
 
 @aileenlee and @MariannaTessel started the session by discussing how they met and became friends.
 
 It's an endearing friendship ðŸ‘Œ https://t.co/W15iuL0WYS",Graphic,230,0.0,1039.0,39.0,43.0,4,0.0,15.0,0.0,3.0,4,110.0,106.0,0.0,2.0,LinkedIn
521,Twitter,October,2020-10-15,Thursday,"On the ""build vs. buy"" question, @MariannaTessel's criteria is:
 
 ""Is it core or is it context?""
 
 ""Core"" often means ""build.""",Graphic,128,0.0,1038.0,38.0,44.0,0,0.0,7.0,0.0,1.0,0,91.0,91.0,0.0,1.0,LinkedIn
522,Twitter,October,2020-10-15,Thursday,"Between February and April, @LinkedIn saw a 200% rise in videoconferencing, says Mohak Shroff, SVP Engineering at LinkedIn.
 
 Mohak is presenting ""Navigating Business And Employee Wellness In Times Of Uncertainty"" at ELC Summit 2020. https://t.co/p91D4OvNPV",Graphic,258,0.0,1035.0,36.0,43.0,0,0.0,8.0,0.0,0.0,0,88.0,88.0,0.0,1.0,LinkedIn
523,Twitter,October,2020-10-15,Thursday,"We're attending the panel discussion on ""Influencing Skills.""
 
 ""Our panel will discuss the different components of influence, and practical tips for developing and utilizing influence successfully throughout your career.""
 
 ðŸ‘ðŸ‘ https://t.co/F4m35j36MQ",Graphic,259,0.0,791.0,35.0,44.0,5,0.0,8.0,0.0,0.0,5,98.0,93.0,0.0,1.0,LinkedIn
524,Twitter,October,2020-10-15,Thursday,"ðŸ‘‹ VISIT Our Virtual Booth ðŸ‘‹
 
 Choose ""Solutions"" from the navigation bar on the left. Find us, then click ""Enter Virtual Booth.""
 
 Our friendly team awaits ðŸ˜Ž https://t.co/2bLQopkK2v",Graphic,192,0.0,708.0,34.0,46.0,2,0.0,17.0,0.0,0.0,2,102.0,100.0,0.0,1.0,LinkedIn
525,LinkedIn,October,2020-10-15,Thursday,"We're a Diamond Sponsor at ELC Summit 2020, a virtual event for engineering leaders ??
 
 We enjoyed Day 1 today, including this panel that discussed the different components of influence.
 
 Panelists also covered practical tips for developing and utilizing influence successfully.
 
 If you're attending ELC Summit, drop by to say hello ??
 
 Solutions -> Lohika -> Enter Virtual Booth
 
 Hope to see you!
 
 #engineeringleadership #virtualevent #engineeringmanagement",Graphic,663,0.0045,0.0,1.0,0.0,3,,,,,4,,,0.0,470.0,Facebook
526,LinkedIn,October,2020-10-15,Thursday,"Together, DigiCert and Lohika architected a next-generation PKI solution that could be easily configured via a web-based user interface. 
 
 The platform would have new accessibility layers for server and IoT infrastructure. This is how we did it. https://bit.ly/3i3E82Q
 
 #PKI #SSL #encryption #security #growth #engineeringexcellence #technology #complexcoredevelopment #engineeringteams",Video,2172,0.0092,1.0,35.0,210.0,20,,,,,266,,,0.0,390.0,Twitter
527,Twitter,October,2020-10-16,Friday,"We're thrilled to be a Diamond Sponsor at ELC Summit 2020 ðŸ™Œ
 
 The event has a fantastic-line-up.
 
 Our team attended a great talk by Ashton Kutcher, ""Productivity Practices To Scale Your Time â²ï¸ And Mind ðŸ§ ""
 
 Bravo, @aplusk ðŸ‘ https://t.co/0djGCNU7sT",Graphic,265,0.0,1463.0,39.0,44.0,20,0.0,13.0,0.0,3.0,20,139.0,119.0,0.0,0.0,LinkedIn
528,Twitter,October,2020-10-16,Friday,"As #CTOs are acutely aware, #remote working arrangements bring their own governance, legal and compliance challenges. Here's a look at three key areas of concern from hundreds of CTOs across the industry and the globe: https://t.co/SsopeoCyqt
 
 #leadership #workingmodels",Article,272,0.0007,1493.0,39.0,43.0,0,1.0,7.0,0.0,1.0,0,91.0,91.0,0.0,0.0,LinkedIn
529,LinkedIn,October,2020-10-16,Friday,"As CTOs are acutely aware, remote working arrangements bring their own governance, legal and compliance challenges. Here's a look at three key areas of concern from hundreds of CTOs across the industry and the globe: https://bit.ly/3mYCP92
 
 #leadership #remotework #collaboration #CTOs #workingmodels #technology",Article,445,0.009,2.0,15.0,0.0,4,,,,,21,,,0.0,314.0,Twitter
530,Facebook,October,2020-10-16,Friday,"Together, DigiCert and Lohika architected a next-generation PKI solution that could be easily configured via a web-based user interface. The platform would have new accessibility layers for server and IoT infrastructure. This is how we did it. https://bit.ly/3i3E82Q #PKI #SSL #encryption #security #growth #engineeringexcellence #technology #complexcoredevelopment #engineeringteams",Video,3466,0.0115,0.0,0.0,2743.0,40,,,,,2807,64.0,,,,Twitter
531,LinkedIn,October,2020-10-16,Friday,"We're thrilled to be a Diamond sponsor at ELC Summit 2020 ??The event has a fantastic-line-up. Our team attended a great talk by Ashton Kutcher, ""Productivity Practices To Scale Your Time ?? And Mind ??""
 
 #softwareengineering #engineeringleadership #engineeringleadership #elcsummit #engineeringexcellence Altran Lohika Capgemini",Graphic,1000,0.018,2.0,9.0,0.0,18,,,,,29,,,0.0,331.0,Twitter
532,Facebook,October,2020-10-19,Monday,"Years ago, Lawrence says the CTO was technically focused and often an individual contributor role, with the Head of Engineering or the VP of Engineering serving as the organizational leader. Lately, Lawrence has seen these morphing into a single role: one person who oversees everything and has a strong technical vision. https://bit.ly/34CuAbZ #leadership #CTOs #digitaltransformation #technology #engineeringexcellence #engineering #engineeringleadership",Graphic,2955,0.0064,0.0,0.0,0.0,19,,,,,25,25.0,,,,Twitter
533,LinkedIn,October,2020-10-19,Monday,"Years ago, Lawrence says the CTO was technically focused and often an individual contributor role, with the Head of Engineering or the VP of Engineering serving as the organizational leader. 
 
 Lately, Lawrence has seen these morphing into a single role: one person who oversees everything and has a strong technical vision. https://bit.ly/34CuAbZ 
 
 #leadership #CTOs #digitaltransformation #technology #engineeringexcellence #engineering #engineeringleadership",Graphic,1818,0.011,0.0,18.0,0.0,20,,,,,38,,,0.0,464.0,Twitter
534,Twitter,October,2020-10-19,Monday,"Years ago, Lawrence says the CTO was technically focused and often an individual contributor role, with the Head of Engineering or the VP of Engineering serving as the organizational leader. But what has changed? https://t.co/3l0AQVF6hV
 
 #leadership #CTOs #digitaltransformation https://t.co/aDuonwq6Io",Graphic,304,0.0309,7124.0,39.0,43.0,5,220.0,9.0,0.0,4.0,5,325.0,320.0,0.0,0.0,Facebook
535,Twitter,October,2020-10-20,Tuesday,"Everyone has a different view of how the product-engineering setup works well. For @GergelyOrosz, these four traits are a must-have to rate a relationship with a product as ""strong"". https://t.co/N0YUUyBrBu
 
 #engineeringleadership #leadership #management #productdevelopment",Article,276,0.0061,978.0,37.0,44.0,0,6.0,5.0,0.0,0.0,0,92.0,92.0,0.0,0.0,LinkedIn
536,LinkedIn,October,2020-10-20,Tuesday,"A strong product-engineering lead makes all the difference for great teams. The lack of this never ends well. 
 
 Gergely Orosz, Engineering Manager, Payments Experience Platform at Uber, and Mentor at Plato highlights four must-have traits to rate your relationship with a product-engineering setup as well as a list of things engineering leads should do with their product managers. 
 
 #engineeringleadership #leadership #engineeringteams #collaboration #growth #management #productdevelopment",Article,571,0.0193,0.0,26.0,0.0,11,,,,,38,,,1.0,496.0,Twitter
537,Twitter,October,2020-10-21,Wednesday,"Both #microservices and #containers are destined to play a significant role in the enterprise re-architecting process. Interesting key highlights from @altran on the advantages, limitations, and recommendations on containerization. https://t.co/s4VQcYfgGo
 
 #technology #MSA",Article,275,0.003,4691.0,36.0,44.0,0,14.0,43.0,1.0,6.0,0,145.0,145.0,1.0,0.0,LinkedIn
538,LinkedIn,October,2020-10-21,Wednesday,"Microservices architecture (MSA) is the solution to the problems associated with the traditional backend monolithic applications. But just splitting applications into containers doesn’t make them automatically scalable.
 
 To remain competitive, businesses must innovate and launch new products that outperform the competition. Amit Goel, Director of Technology at Altran, highlights key drivers of microservices architecture with recommendations on some of the best containerization practices from Altran. 
 
 #microservices #technology #MSA #engineeringexcellence #complexcoredevelopment #engineeringteams #engineeringleadership",Article,1177,0.0195,2.0,30.0,0.0,23,,,,,55,,,0.0,630.0,Twitter
